accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.9795719844357976,0.9846885523074764,0.9967825681815148,0.9906681306073679,1011,0.8752947476857872,0.9945276586884354,0.9789147200220204,1007,17,4
