accuracy,precision,recall,fscore,support,AP,AP50,AP75,TP,FP,FN
0.9409340659340659,0.95385396989529,0.9861006029759039,0.9695856128836194,696,0.8132343796555359,0.9814239609747478,0.9622871614482548,685,32,11
