,precision,recall,f1-score,TP,FP,FN
bem_te_vi,0.9761904761904762,1.0,0.9879518072289156,82,2,0
canario_do_amazonas,0.9683257918552036,0.9861751152073732,0.9771689497716893,214,7,3
chupim,0.9416058394160584,0.9626865671641791,0.9520295202952029,129,8,5
rolinha,0.9574468085106383,0.967741935483871,0.9625668449197862,90,4,3
sanhaco_da_amazonia,0.9540229885057471,1.0,0.976470588235294,83,4,0
sanhaco_do_coqueiro,0.925531914893617,1.0,0.9613259668508287,87,7,0
